customer_id,first_name,last_name,phone,email,street,city,state,zip_code,failed_check,created_at
73,Melanie,Hayes,,melanie.hayes@msn.com,5 N. Hall Dr. ,Liverpool,NY,13090,Missing phone number,2024-09-24 21:15:40.080742
74,Georgeann,Waller,,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,North Tonawanda,NY,14120,Missing phone number,2024-09-24 21:15:40.080742
75,Abby,Gamble,,abby.gamble@aol.com,60 Myers Dr. ,Amityville,NY,11701,Missing phone number,2024-09-24 21:15:40.080742
76,Parker,Prince,,parker.prince@hotmail.com,21 Sulphur Springs Drive ,Port Jefferson Station,NY,11776,Missing phone number,2024-09-24 21:15:40.080742
77,Keri,Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,Missing phone number,2024-09-24 21:15:40.080742
78,Chi,Goff,,chi.goff@aol.com,3 W. Glen Ridge Avenue ,Palos Verdes Peninsula,CA,90274,Missing phone number,2024-09-24 21:15:40.080742
79,Ashanti,Parks,,ashanti.parks@hotmail.com,846 N. Helen St. ,Baldwin,NY,11510,Missing phone number,2024-09-24 21:15:40.080742
81,Zina,Bonner,,zina.bonner@hotmail.com,9312 8th Street ,San Lorenzo,CA,94580,Missing phone number,2024-09-24 21:15:40.080742
82,Lizzie,Joyner,,lizzie.joyner@msn.com,8541 Roberts St. ,Coachella,CA,92236,Missing phone number,2024-09-24 21:15:40.080742
83,Tiesha,Daniel,,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,Scarsdale,NY,10583,Missing phone number,2024-09-24 21:15:40.080742
84,Armand,Whitehead,,armand.whitehead@hotmail.com,639 Harvey St. ,Lindenhurst,NY,11757,Missing phone number,2024-09-24 21:15:40.080742
85,Teofila,Fischer,,teofila.fischer@aol.com,1 West Brickyard St. ,Huntington Station,NY,11746,Missing phone number,2024-09-24 21:15:40.080742
86,Lissa,Vargas,,lissa.vargas@yahoo.com,517 Victoria Ave. ,Oswego,NY,13126,Missing phone number,2024-09-24 21:15:40.080742
87,Yan,Mcgowan,,yan.mcgowan@msn.com,8960 Newport Ave. ,Duarte,CA,91010,Missing phone number,2024-09-24 21:15:40.080742
88,Titus,Bullock,,titus.bullock@gmail.com,29 Oxford Avenue ,Hollis,NY,11423,Missing phone number,2024-09-24 21:15:40.080742
89,Arvilla,Osborn,,arvilla.osborn@gmail.com,60 Acacia Lane ,Upland,CA,91784,Missing phone number,2024-09-24 21:15:40.080742
90,Marjorie,Logan,,marjorie.logan@msn.com,95 Grandrose St. ,Franklin Square,NY,11010,Missing phone number,2024-09-24 21:15:40.080742
92,Tena,Cruz,,tena.cruz@yahoo.com,1 South St. ,Farmingdale,NY,11735,Missing phone number,2024-09-24 21:15:40.080742
94,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Missing phone number,2024-09-24 21:15:40.080742
95,Letitia,Franco,,letitia.franco@aol.com,607 Lakeview Drive ,Saratoga Springs,NY,12866,Missing phone number,2024-09-24 21:15:40.080742
96,Floretta,Higgins,,floretta.higgins@hotmail.com,870 Lilac Dr. ,Bayside,NY,11361,Missing phone number,2024-09-24 21:15:40.080742
97,Louanne,Martin,,louanne.martin@hotmail.com,1 Campfire Ave. ,Yuba City,CA,95993,Missing phone number,2024-09-24 21:15:40.080742
98,Violet,Valenzuela,,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,Missing phone number,2024-09-24 21:15:40.080742
99,Carie,Kidd,,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Missing phone number,2024-09-24 21:15:40.080742
100,Kellie,Franco,,kellie.franco@yahoo.com,444 South Walnut Rd. ,Commack,NY,11725,Missing phone number,2024-09-24 21:15:40.080742
101,Nichelle,Howell,,nichelle.howell@aol.com,7670 Forest St. ,Scarsdale,NY,10583,Missing phone number,2024-09-24 21:15:40.080742
102,Marisol,Goodman,,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,NY,14424,Missing phone number,2024-09-24 21:15:40.080742
103,Sylvie,Wilkerson,,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,NY,11791,Missing phone number,2024-09-24 21:15:40.080742
104,Katharina,Bates,,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,CA,95008,Missing phone number,2024-09-24 21:15:40.080742
105,Marget,Hodge,,marget.hodge@msn.com,7199 Selby Lane ,Woodhaven,NY,11421,Missing phone number,2024-09-24 21:15:40.080742
106,Raul,Melendez,,raul.melendez@hotmail.com,9772 Manhattan St. ,Elmhurst,NY,11373,Missing phone number,2024-09-24 21:15:40.080742
107,Cecil,Hopper,,cecil.hopper@yahoo.com,471 Glenlake Ave. ,Central Islip,NY,11722,Missing phone number,2024-09-24 21:15:40.080742
108,Shae,Hickman,,shae.hickman@hotmail.com,740 Pin Oak Street ,Floral Park,NY,11001,Missing phone number,2024-09-24 21:15:40.080742
111,Shila,White,,shila.white@msn.com,94 Lakeshore Street ,Orchard Park,NY,14127,Missing phone number,2024-09-24 21:15:40.080742
112,Yuk,Vega,,yuk.vega@yahoo.com,413 Wood St. ,West Hempstead,NY,11552,Missing phone number,2024-09-24 21:15:40.080742
113,Eliana,Silva,,eliana.silva@gmail.com,7119 Summer Rd. ,Farmingdale,NY,11735,Missing phone number,2024-09-24 21:15:40.080742
114,Thalia,Horne,,thalia.horne@yahoo.com,9312 Harvard Street ,Amityville,NY,11701,Missing phone number,2024-09-24 21:15:40.080742
115,Rey,Lindsay,,rey.lindsay@gmail.com,16 Philmont St. ,Monroe,NY,10950,Missing phone number,2024-09-24 21:15:40.080742
